district,Female_Literate,TOTAL POULATION,gdp_per_capita,Average days of employment provided per Household,pct_villages_all_weather_road,upi_txn_volume,upi_missing_flag,avg_monthly_income
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,9825.0,0,34249.718754131856
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,15289.0,0,11926.20053569192
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,13855.0,0,12500.677343135312
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,5302.0,0,55794.54498761406
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,24169.0,0,74904.01970052891
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,38403.0,0,54307.648143627346
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,53708.0,0,5000.0
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,79680.0,0,38061.50843401745
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,58756.0,0,77311.26590992874
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,91914.0,0,15074.555278923777
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,128949.0,0,35184.16005459927
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,134957.0,0,31431.926954107737
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,129349.0,0,9755.706129130029
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,229338.0,0,23949.34562509817
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,244513.0,0,41254.596239152306
kargil,29935,143388.0,58.42857142857143,18.0,1.3676470588235294,233208.0,0,48197.262095838516
punch,98391,476820.0,58.42857142857143,31.0,1.2838878674801244,1047786.5,1,54702.38104804051
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,59741.0,0,53000.052203643325
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,34386.0,0,46883.76363186152
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,15973.0,0,66250.44156979147
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,28561.0,0,63371.62503851734
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,104655.0,0,64064.97125412313
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,125973.0,0,33441.73913035254
rajouri,139640,1698560.0,58.42857142857143,31.0,1.2838878674801244,196713.0,0,84862.43706085779
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,50640.0,0,94203.57451962047
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,65843.0,0,84610.06817643772
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,62989.0,0,65158.15651460752
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,42083.0,0,85502.24431737306
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,28288.0,0,95098.9125692985
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,48120.0,0,70552.77015573988
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,114835.0,0,23982.53818114572
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,126283.0,0,83819.91791931109
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,226360.0,0,92381.98414419743
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,245017.0,0,93681.92376081995
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,329534.0,0,63482.74113318684
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,399722.0,0,96003.18568951465
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,528207.0,0,39932.49203171034
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,608852.0,0,64251.05235462826
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,817009.0,0,60333.29210518614
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,834884.0,0,51123.11594540737
kathua,160705,615711.0,58.42857142857143,20.0,1.3198529411764706,1035799.0,0,56969.60438612186
baramula,207979,1015503.0,58.42857142857143,31.0,1.2838878674801244,1047786.5,1,22515.47723050967
bandipore,68921,1698560.0,58.42857142857143,31.0,1.2838878674801244,38208.0,0,11218.322529105208
bandipore,68921,1698560.0,58.42857142857143,31.0,1.2838878674801244,64888.0,0,55003.268130544864
bandipore,68921,1698560.0,58.42857142857143,31.0,1.2838878674801244,87129.0,0,26639.600903507693
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,47285.0,0,72966.51492091044
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,92244.0,0,141117.90527752077
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,154314.0,0,116437.43294184298
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,144970.0,0,146028.36936796329
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,310516.0,0,104427.95667435038
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,721517.0,0,134640.3752485946
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,329195.0,0,139894.4500442098
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,117133.0,0,108800.37089829495
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,127979.0,0,119797.9386187441
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,440808.0,0,81884.78894968171
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,461915.0,0,60713.50296448127
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,731076.0,0,66908.36227577279
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,1027161.0,0,126995.93388861723
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,1529261.0,0,161024.4223139273
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,2196468.0,0,90904.76712469451
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,2900577.0,0,116610.3003274663
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,2743701.0,0,65703.69974206727
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,4660647.0,0,132822.4940739295
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,2447805.0,0,40499.58326667371
srinagar,316838,1269751.0,58.42857142857143,12.0,1.2692307692307692,3176470.0,0,105014.6857345223
ganderbal,52695,297003.0,58.42857142857143,21.0,1.2413793103448276,20571.0,0,41691.678982881895
ganderbal,52695,297003.0,58.42857142857143,21.0,1.2413793103448276,41415.0,0,32911.1163576557
ganderbal,52695,297003.0,58.42857142857143,21.0,1.2413793103448276,52136.0,0,53468.8819639082
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,35793.0,0,88018.54457382885
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,54034.0,0,41209.37072180273
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,65491.0,0,64529.33497350325
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,43706.0,0,84344.44422771207
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,73558.0,0,42835.47054262868
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,72486.0,0,85248.01472653085
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,33089.0,0,59648.12774947843
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,26598.0,0,94142.55762349746
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,85402.0,0,57590.96199703407
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,114833.0,0,35680.642522779846
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,219731.0,0,42170.312733839695
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,230547.0,0,5000.0
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,332326.0,0,32761.68262487746
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,393629.0,0,61321.36226350405
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,462342.0,0,59251.61632543552
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,508605.0,0,46606.92159282774
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,790442.0,0,84948.12789502117
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,847472.0,0,23475.28317808935
pulwama,115632,570060.0,58.42857142857143,25.0,1.10625,963378.0,0,43698.238205929156
shupiyan,56145,1698560.0,58.42857142857143,31.0,1.2838878674801244,1047786.5,1,20682.269483871292
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,64478.0,0,93375.85291736352
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,70838.0,0,115065.30011830827
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,69967.0,0,35505.38080253146
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,79193.0,0,84002.55997068042
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,92467.0,0,48205.31830788256
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,76968.0,0,72516.40696761949
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,39325.0,0,75429.93001236758
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,128022.0,0,86479.03243541144
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,282499.0,0,49650.7293441388
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,317577.0,0,96147.07537012847
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,479956.0,0,57361.91707055589
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,580106.0,0,44213.040761716846
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,683078.0,0,115713.36767557214
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,728868.0,0,32617.02697342381
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,1214291.0,0,63617.41323966824
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,1263844.0,0,63911.70677800322
anantnag,221115,1070144.0,58.42857142857143,34.0,1.1905882352941175,1338553.0,0,117536.31053480481
kulgam,84033,422786.0,58.42857142857143,39.0,1.105072463768116,23587.0,0,39699.45055575335
kulgam,84033,422786.0,58.42857142857143,39.0,1.105072463768116,30822.0,0,11572.84357383104
kulgam,84033,422786.0,58.42857142857143,39.0,1.105072463768116,64816.0,0,68971.69907522673
doda,80463,409576.0,58.42857142857143,23.0,1.719298245614035,1047786.5,1,30509.601241890537
ramban,41127,283313.0,58.42857142857143,26.0,1.7261904761904765,14088.0,0,38340.70563210082
kishtwar,38806,231037.0,58.42857142857143,23.0,1.67,1047786.5,1,54569.405884766384
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,37014.0,0,73337.97696315045
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,50056.0,0,60074.868770447734
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,70405.0,0,45604.11171191362
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,43153.0,0,31168.650601018948
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,22103.0,0,70822.27900014396
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,45339.0,0,56893.865849927766
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,127419.0,0,41637.77317465367
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,154296.0,0,73618.98335498058
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,248906.0,0,84460.85080689836
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,253788.0,0,58687.18268888103
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,361814.0,0,11667.10696762582
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,476615.0,0,35593.13746005847
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,621122.0,0,91290.53693885068
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,729905.0,0,47364.17225221792
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,947548.0,0,54457.74930580848
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,997199.0,0,56080.093058191225
udhampur,124811,555357.0,58.42857142857143,19.0,1.4199029126213591,1227109.0,0,16772.615024094375
reasi,56605,314714.0,58.42857142857143,26.0,1.6586345381526104,12986.0,0,43312.235248724115
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,81381.0,0,163313.7414402597
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,112434.0,0,130945.11606048953
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,145123.0,0,143549.59738157885
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,226829.0,0,162080.69325525104
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,336553.0,0,139378.79321257528
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,532412.0,0,180881.7493960563
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,275239.0,0,74667.175272865
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,231238.0,0,119341.80684887656
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,363150.0,0,161786.15033648777
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,819252.0,0,142249.53978892617
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,1266667.0,0,157847.34112679155
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,1776840.0,0,166929.83925843696
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,2651223.0,0,166122.57193485083
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,3793205.0,0,110464.70799620706
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,5192026.0,0,127934.04280819793
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,6639541.0,0,157141.0846292759
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,5510056.0,0,156751.80766149933
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,7441002.0,0,145975.95336273368
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,7526503.0,0,167358.92799776114
jammu,495219,1526406.0,58.42857142857143,19.0,1.2090395480225988,9213783.0,0,100850.56331761944
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,14817.0,0,42903.11185872066
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,32933.0,0,72502.21623928107
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,92336.0,0,29827.213382433718
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,201873.0,0,53140.67932110642
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,272944.0,0,53569.48221874019
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,352992.0,0,33230.483068956404
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,492079.0,0,35109.96877029221
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,588078.0,0,25478.736505968074
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,783532.0,0,69998.77674941435
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,842829.0,0,48740.709948134725
samba,97827,318611.0,58.42857142857143,18.0,1.3653333333333333,1025985.0,0,64319.69742176014
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,41138.0,0,64265.959172897725
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,55922.0,0,41389.78929141477
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,44858.0,0,88820.16157296795
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,63298.0,0,64304.574063572574
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,104811.0,0,39675.343331489246
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,62922.0,0,24895.205939935153
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,87489.0,0,68097.70146015877
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,111755.0,0,75098.4570031938
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,139862.0,0,81964.1202884526
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,195242.0,0,57262.21086690646
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,219469.0,0,47609.48519983816
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,304032.0,0,88482.39629997272
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,273886.0,0,48367.57777660573
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,364270.0,0,78612.86800710307
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,426381.0,0,44301.13229067412
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,507614.0,0,80138.08171428893
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,544135.0,0,52420.748082418395
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,727701.0,0,74388.48342732954
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,1270412.0,0,63619.74242915651
chamba,137778,518844.0,60.71428571428572,31.0,1.647816750178955,831315.0,0,69603.2178983083
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,62061.0,0,123292.47434591551
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,97426.0,0,144809.7706073986
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,123560.0,0,144135.4229714766
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,187764.0,0,176648.23854963476
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,266655.0,0,182555.52125605795
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,295433.0,0,152794.9681574578
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,373339.0,0,154467.62599218966
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,492277.0,0,163003.1283031128
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,569437.0,0,145725.7301691437
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,800587.0,0,126300.15147862399
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,874419.0,0,181877.87986047976
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,1184008.0,0,120207.09322584243
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,1122291.0,0,171262.85471795945
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,1399606.0,0,176223.68880139757
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,1671112.0,0,162349.71478262963
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,2130139.0,0,200000.0
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,2261593.0,0,140523.59591663664
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,2984544.0,0,173374.4836334631
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,3342842.0,0,198364.55629175587
kangra,546197,1507223.0,75.28571428571429,19.0,1.2526545058535257,4885938.0,0,160574.30272544373
lahul and spiti,8948,31528.0,58.42857142857143,24.0,1.550387596899225,1047786.5,1,8034.405295755276
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,23978.0,0,45511.59750755934
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,39948.0,0,44158.48125688043
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,40813.0,0,58788.31027349144
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,64285.0,0,31891.820518196222
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,92009.0,0,76215.38748244883
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,129068.0,0,5000.0
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,146216.0,0,59996.859728003736
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,204518.0,0,58622.97313723515
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,245803.0,0,16952.761010947543
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,211730.0,0,17150.663604371555
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,256926.0,0,51171.70425364809
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,468786.0,0,57383.62149544076
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,550514.0,0,84889.03438876139
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,510109.0,0,5000.0
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,730794.0,0,52552.435343178775
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,1078809.0,0,85395.37763183127
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,1100232.0,0,58488.52630245216
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,1646598.0,0,83044.5989575645
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,1202861.0,0,66868.65484486482
kullu,133122,437474.0,83.57142857142857,28.0,1.2842105263157897,2047414.0,0,87435.78288584459
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,44169.0,0,84300.06575060709
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,58415.0,0,101080.84605024253
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,74604.0,0,110331.40892194843
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,109661.0,0,127900.7603237828
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,167637.0,0,113887.85024599236
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,245467.0,0,128182.34311770934
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,262386.0,0,76664.11030852344
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,332554.0,0,86777.03283501853
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,357222.0,0,83406.7440645212
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,476844.0,0,109041.3928755689
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,510105.0,0,156795.92765853705
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,671714.0,0,103066.89560715595
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,659769.0,0,54546.047222394016
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,832152.0,0,99268.71919112574
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,945135.0,0,116187.10811889704
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,1092862.0,0,160061.43945193008
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,1201568.0,0,56822.6073075117
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,1587222.0,0,82380.90809511064
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,1666670.0,0,122536.34091188762
mandi,330078,999518.0,61.71428571428572,23.0,1.3831512160733168,1994054.0,0,99873.3494025994
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,32709.0,0,60213.59545027937
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,41507.0,0,84585.65959948389
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,58022.0,0,106468.20593140888
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,76300.0,0,56132.14563424098
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,126323.0,0,87227.27563867613
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,150149.0,0,99971.18860368585
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,187716.0,0,32325.728354131134
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,258323.0,0,45944.43744437815
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,247878.0,0,77250.17211494638
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,283099.0,0,64668.85471537277
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,330684.0,0,90719.7758591328
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,431123.0,0,56127.49518735364
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,416499.0,0,85650.49371862519
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,551934.0,0,68527.33247595996
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,626711.0,0,106344.51108561418
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,717321.0,0,72075.89975683401
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,751389.0,0,83748.10421247565
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,1002506.0,0,69864.31097508335
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,934529.0,0,77434.91462225482
hamirpur,177536,1698560.0,25.0,23.0,1.1986175115207374,1161191.0,0,54977.85612102489
hamirpur,177536,1698560.0,25.0,42.0,1.1986175115207374,32709.0,0,56596.78960026862
hamirpur,177536,1698560.0,25.0,42.0,1.1986175115207374,41507.0,0,58020.337991219305
hamirpur,177536,1698560.0,25.0,42.0,1.1986175115207374,58022.0,0,49006.51999730563
